col0 col1
250.45668766761716 -22.44171196792413
254.07467115063 -22.51684459919761
251.38475883398715 -22.469035837971578
249.17953796936038 -22.40693476438408
250.16154308063676 -22.398450695400427
248.0346249920462 -22.387420666900972
251.47824315621682 -22.41341565658248
245.97696222581604 -22.318555466361463
251.72247934710106 -22.436018386755276
252.42168406964427 -22.425022821603118
253.7583106074628 -22.507617881024885
252.38861360229217 -22.47577989229619
254.22358201994626 -22.50219542775998
253.31127465364867 -22.482318508907156
252.85464544219383 -22.47610358369957
251.5286645796466 -22.444610664523896
252.65643129201075 -22.493951929339854
250.81007695282779 -22.414546102000884
249.9721896587293 -22.40213635164309
246.11001314050944 -22.338553294307797
251.94527336805706 -22.55296145073917
254.2167275491405 -22.576587253966935
247.51353199994384 -22.390553689036675
249.65579091945068 -22.440788960726895
255.00637957904075 -22.480675160898834
254.00341432685002 -22.485415555533663
250.8088814106331 -22.43715770125772
248.0030923430512 -22.381916862400967
248.08791952100424 -22.40088302264596
248.8141337154255 -22.395463886984214
251.5699701805154 -22.468854652059434
251.81798634373195 -22.426960655816167
253.15948626130617 -22.472848526297444
255.8986928890452 -22.56274171935314
250.44413040144406 -22.43269110114405
252.53808020432814 -22.44912448470144
254.40114588161526 -22.495659924389624
254.09095313186165 -22.500619080963734
251.41365261174744 -22.469413494332432
251.29088501824322 -22.497693498784557
253.05300775142166 -22.523123677484445
253.97944864915095 -22.525385432338616
253.99517939123987 -22.51675718889364
250.36050116535037 -22.450698166431533
249.7996106963913 -22.44053576958495
251.86059794970575 -22.499811965247382
249.67562360062672 -22.43811934073215
253.28139875845582 -22.50686240043239
252.15212446696378 -22.529364453342037
257.49537718354804 -22.5853207814116
252.03409184975857 -22.460405623787175
250.1059801901525 -22.445954556712707
252.6281586269459 -22.4391076829115
252.30014609075675 -22.47908445569767
251.07256874776058 -22.445504824826934
250.55329251354786 -22.4497996040147
248.3432401043561 -22.37807631790577
252.72204774039304 -22.512021705088262
249.12055641783587 -22.456113441736516
249.2107352727822 -22.458702758647583
247.2313988881754 -22.403226500879608
249.15034459692785 -22.37796725245758
247.18730772111218 -22.373799931854723
252.01649019147834 -22.415792344423455
256.28956879516693 -22.507835301295632
254.8376679867773 -22.492557778579975
255.96562028560376 -22.595003041104754
253.94684358273923 -22.466659846389422
256.0214532013741 -22.49455794277063
255.68187268965767 -22.507380050681753
256.1545675765401 -22.605475021268628
255.25930384633145 -22.549753588140014
250.1720000105471 -22.394051718087926
248.35926546522822 -22.36904168777539
247.2573024451671 -22.296095057211666
247.72841404212184 -22.343750394584088
248.39890226863315 -22.35062824211592
249.2327246498151 -22.411746575299464
252.8696620979114 -22.48695338963907
250.81513190514488 -22.443462105072708
248.7039172445104 -22.390137962467172
246.7382941361604 -22.30986330193478
245.09970445026033 -22.271523842570303
243.76436986271597 -22.29434369267958
248.32737089374328 -22.425799444528018
251.85064761937832 -22.461700508497064
249.44980615441378 -22.43764013183907
253.75057832685408 -22.493480797519037
255.0586670734755 -22.540611597008937
253.52864168887302 -22.487263118547226
250.95655596364253 -22.470116988093224
253.71353959850467 -22.497552251662736
252.1922991925401 -22.50237139955379
253.24486378081997 -22.548354732249827
250.7585804167603 -22.40750467965195
251.0748637023996 -22.422064503324663
253.33285633898274 -22.45583482914902
256.11742793376413 -22.552720850892406
254.14852317317713 -22.557936681354807
257.4903724723248 -22.61544489471595
257.13221704037335 -22.62830029130231
259.233168656496 -22.579797570685827
257.11381869027855 -22.571943550792483
258.58582169222217 -22.58273571013758
257.34986577025796 -22.611194958426196
257.2777073133788 -22.610385040541434
253.76264525575723 -22.522346597582626
255.13873049042516 -22.503214048172662
252.2519941494837 -22.452996840492762
251.82502598041168 -22.420970664600713
247.22578590924212 -22.368497676432753
251.75373577367733 -22.413808462992222
251.1011610676306 -22.509948432481956
252.2301100594562 -22.512352910326364
255.9553341447207 -22.544370382946084
250.75921822299395 -22.516259427564858
252.98027878104085 -22.51138369173181
250.3724297228809 -22.417221586564352
252.45904269258662 -22.50917356181069
256.70134906884374 -22.57961829167755
256.71821659089943 -22.538304652348017
256.9045016679345 -22.601496397725203
251.92373427920745 -22.46629608482325
252.37904639644395 -22.439651066972303
250.52376676609296 -22.398563738118046
248.87147014614413 -22.40847692060574
253.85676440568176 -22.512012662241364
248.34371934939674 -22.40658991080522
254.1041247310179 -22.515996378249508
254.23279429805484 -22.51115198769436
255.53154139934148 -22.544098684688024
254.43877672436525 -22.49586683637197
254.93126262416257 -22.56763469905182
255.8136129461441 -22.557571336367317
251.76118290798334 -22.433878929088863
247.32087169900063 -22.382909081506938
247.56211912906605 -22.37687153636448
250.66294751568753 -22.488020407827943
249.64259846738847 -22.462770989528213
252.2388301986981 -22.442078903729577
245.22082503910272 -22.36906622871858
245.05415763552284 -22.315511055737467
244.64377316908246 -22.302321278931522
247.50166384518312 -22.395994982255914
250.31240110994713 -22.429902804277976
249.21144241528594 -22.402684716367443
252.4161872938762 -22.44274472014652
249.35022536703855 -22.41130434562023
250.35637762719543 -22.452819192844814
253.88159341777157 -22.551272451544385
256.71395232273017 -22.594054108325018
256.7192714196473 -22.588626728208606
255.16502361730488 -22.50711424764691
256.3664200306123 -22.530192003733628
253.7530323037076 -22.472628190693115
251.45753612910585 -22.4454841889013
252.6690538613502 -22.502500264802674
252.27568868458212 -22.460034323305553
252.32602295038592 -22.47464079817369
255.18283181066386 -22.510127079150543
251.45656946302756 -22.437764363221497
250.30986212547745 -22.387773447624195
249.2160218789329 -22.355802256799596
248.7991034853399 -22.437736089039404
250.50774293396472 -22.383632833883723
247.05744592194142 -22.40460220571314
247.3140263422344 -22.410337134835896
247.4100678037682 -22.33927990428448
248.59951784668664 -22.376804660920985
252.83512276788468 -22.454904232258553
253.2922057275732 -22.419897122815083
256.2489572277732 -22.49309731678064
255.43692167017795 -22.582300863250108
260.6620972391533 -22.63132605017597
260.6117010665135 -22.638954012042014
254.8806457801594 -22.4946066756105
253.1964730491713 -22.512697619588177
249.10099459473275 -22.408856416024886
251.03111323917693 -22.476634298385157
247.5799444286523 -22.411169169180116
250.6144849246512 -22.37752843529846
248.0807538590113 -22.391318796361475
247.6994958172643 -22.366099722645824
249.04834623555485 -22.367055991005415
247.309631106235 -22.392634229060246
251.78202428932678 -22.445652687519935
249.73434057724998 -22.392114529189502
254.7530865788886 -22.50824479482585
252.9219403916201 -22.48176873248941
255.038383405333 -22.493602759368386
253.28387466878368 -22.45245081933329
253.38319819794233 -22.536002607531092
255.6333544935511 -22.56707416810009
246.9243688430464 -22.392172935959934
252.28015623059792 -22.454651609496644
252.41327115314 -22.462501370909898
252.7255251542375 -22.461831660455488
252.65498158479667 -22.513882754513887
254.34639866712925 -22.521222333113148
256.89941455200113 -22.598933853864363
256.3800211202473 -22.596424024415747
253.69696805932617 -22.526987351479452
249.61166822553636 -22.427562090311167
250.33000231492454 -22.40582610871802
247.35949607111476 -22.34394293282992
248.86459328620916 -22.428800285186753
249.98593439983622 -22.398931976877236
250.14486906398102 -22.41513563212128
247.19007256544865 -22.369359680844617
245.52624840062026 -22.291261423485167
246.82609171756363 -22.304659086423577
246.83700846855268 -22.351356219866364
247.93291521220885 -22.351898872304304
253.83001038045634 -22.47941541390911
248.18869821375162 -22.40604987922457
246.8321907353144 -22.36963862667383
247.5510528529737 -22.39226202126292
251.37997483438565 -22.421340145581453
247.43056597382588 -22.36644775247275
253.79227275248644 -22.46985588546024
250.5407011784162 -22.448667123437204
245.51639161304237 -22.314372835443375
244.9812694479851 -22.305512728197993
245.48260454498947 -22.326623474510868
249.05016749220655 -22.424829747381747
250.2948353090851 -22.407023233470444
254.843166977135 -22.55789272237328
259.893155013497 -22.612290587850683
257.29648509858185 -22.54236655262205
250.9440471221835 -22.455300108280706
255.51623722010984 -22.5421830285292
257.601833333844 -22.58434871594915
253.5985458996187 -22.49808722647623
258.16862081575147 -22.606151388250918
256.38630825445824 -22.549886346690045
250.1929286644249 -22.391826122631972
247.0321697830037 -22.382800286443832
251.44028684488006 -22.470240902018176
251.24822103494992 -22.45660233527115
250.24648928739902 -22.45353318099793
252.50010148046655 -22.44351746215911
249.60864854464964 -22.36036397190583
250.78002532012175 -22.461669715636905
249.34117574598548 -22.420741244815144
245.4586810029577 -22.347316271511385
246.42591117713087 -22.34774107571714
249.00040097582823 -22.454420659077158
252.259038399647 -22.500749158501513
251.24487857415068 -22.5006297409309
251.44694187761803 -22.440170069975917
250.90840993317312 -22.426634327430406
250.18738710874925 -22.39627759852241
252.6734115551605 -22.494591493398964
252.50559530128618 -22.47513326907135
252.25427476486936 -22.48033202032345
249.49437591827893 -22.420805137282876
252.04021020410121 -22.474743526996143
248.63735045787934 -22.389278630464705
247.29666505138502 -22.374385950078658
250.396185557469 -22.387618888355995
254.92924812239448 -22.487175155711682
252.15008126624008 -22.524833702091648
253.41083175311206 -22.528604992071084
250.4975059356927 -22.429101555547625
250.90440605289947 -22.40510339717794
247.19175536915148 -22.359707133891494
251.5014169480928 -22.474476835301335
250.95249136423482 -22.4685561895154
249.59901789181126 -22.46824390826871
253.62743518345235 -22.480184292288687
248.3958557383063 -22.399111295898482
248.1540551415307 -22.398074385689583
251.49164211686653 -22.463180441413286
250.59725637868237 -22.39646950499693
247.24201451637327 -22.354414486194855
247.77404772035484 -22.38252142742375
251.37844582356266 -22.47084083110599
255.61875655200606 -22.500819802918816
252.74824874448714 -22.53224950514682
253.5182387646779 -22.462166704646688
255.03701418711574 -22.48678147216304
254.71481522343765 -22.482519238972944
250.48250218137647 -22.494771861465818
251.63684196100286 -22.483444316075232
248.28516489416174 -22.37839872392357
250.10821287953803 -22.395847691743075
250.23872703252613 -22.380705809003587
249.7269334108191 -22.362929533991327
248.2366583888089 -22.411502358107857
249.93492923230184 -22.481621654006666
253.05319645033077 -22.46558606157012
250.7196992060219 -22.457862517009797
252.90727805365196 -22.480180457144083
252.37043035390545 -22.51774614195108
248.5493619013015 -22.417024525314616
248.67438929977314 -22.395242512913995
248.4994760028165 -22.351758862124626
255.4852089808783 -22.602328959783055
256.6654546468127 -22.593788724299554
253.47947583236038 -22.506686550384927
249.84426051742955 -22.400109202177564
249.6661131301174 -22.454485319962327
249.18607306562666 -22.35845752704001
245.460076786898 -22.363582590705033
247.83905474467488 -22.402700364769778
248.99671019890087 -22.378671995133057
248.1634190063324 -22.397343551555906
247.07219686298268 -22.360498659518363
254.16236935781026 -22.55065518134085
253.68607476872526 -22.54580973098192
249.13166144415993 -22.44238141783964
251.50670453706238 -22.407993610963107
256.51498497794915 -22.562453546906916
255.5868984178447 -22.60063138241958
254.33189219831806 -22.54093247598185
254.1922468029207 -22.49913267470113
251.72113823998518 -22.45734941336
252.40951337911906 -22.41403382581054
252.0117943571192 -22.511325796517728
250.914759447948 -22.473500365992948
256.5713091464456 -22.608566244116233
258.26600394857 -22.64414557471151
255.97587789550767 -22.589717149298185
257.30002317149405 -22.550108257102263
250.4182462747847 -22.48120280342111
247.05949583372745 -22.397675215707707
248.151019358511 -22.433546031141574
252.45815307690958 -22.53680743624848
249.89513194064136 -22.408528419180335
251.60474651996097 -22.49689026691654
251.47803995150883 -22.43408798135553
252.50998567836075 -22.480826350744028
252.32583953921426 -22.471122976423143
251.35658705442626 -22.48287197159525
254.21967512305048 -22.51623190202667
251.66642118266302 -22.483074182978495
249.70706410814094 -22.395727925287158
250.49128449035354 -22.42733911900536
252.90405782759584 -22.519225165118527
250.53124246603807 -22.41111981811584
246.8846557985215 -22.373597652309794
248.0558864913105 -22.360610008247264
249.64230447262744 -22.43838776505874
247.54515732566625 -22.354394664374208
243.57815095040516 -22.266687219320552
244.4077022788543 -22.304243027258924
245.99407382109024 -22.311889472797574
247.45761807435565 -22.381622434121866
250.461789677571 -22.41253310771462
252.957861547209 -22.510575982534714
250.89736142299702 -22.454232514038
249.4520593997025 -22.43379277845888
248.09541969034711 -22.378158300545728
252.23632004611665 -22.483686604023315
258.60858260326467 -22.584122643137306
257.16699318019647 -22.623487527845047
257.46631984801155 -22.54914372279233
256.4945624220861 -22.61821612706916
252.24364782757294 -22.53220859590641
249.9306734971397 -22.437977313551084
252.84038779539753 -22.49957623127545
251.77587914277504 -22.477719791597142
249.16658189886655 -22.411915955015385
251.14614289206648 -22.473285777609107
249.83736423202163 -22.384561179372927
252.12687616797933 -22.514567070034687
251.08030216715733 -22.43426956134623
251.3385495953307 -22.474799280328902
252.61784440360861 -22.51228186723228
255.02923809550123 -22.56111762421067
257.87084127330303 -22.603836944147613
257.28435248695337 -22.585440318108986
255.94490861259968 -22.560952884576537
252.57688094623697 -22.481101024397965
252.75043445665298 -22.471841677547978
252.58885696053267 -22.42975138200099
252.1926695632641 -22.480141613587005
251.69501821316553 -22.45594453898414
255.03876942843593 -22.54704461026728
257.25344333288393 -22.592143979303554
255.74423561214567 -22.525129340417475
253.0196081416305 -22.523992535631322
254.45520571522508 -22.49745953978656
254.72805109280455 -22.507350586992725
257.17314059781876 -22.530959992817177
248.26491611255688 -22.420664800570524
250.59598701651637 -22.402437785942947
249.20004344980967 -22.419457057613606
251.50340085707418 -22.397045595255154
249.75261231022924 -22.42577827352562
251.37569743153887 -22.471647039514746
250.86373224060097 -22.42029373071654
249.85879793918483 -22.45329221739558
247.6413753432128 -22.342830049955058
250.1615652857001 -22.42376672979113
250.50983497894566 -22.418768734831488
251.01399926062234 -22.453835109932502
251.30934940969692 -22.4263895261525
250.42715910331884 -22.440378362488037
251.11558912965089 -22.44952603301823
249.98951618962522 -22.389877782790094
250.36111743600785 -22.471944505478508
258.76441738123316 -22.582642526854904
253.43059260372706 -22.493341829339624
253.42089251065883 -22.48512898409089
253.20027039326575 -22.505696378497966
252.7962598455214 -22.514370671252536
255.19569657320665 -22.5176844431784
253.87476710580455 -22.519907783622546
255.96508379705904 -22.546377874278196
251.7311277855278 -22.48376963284015
257.2913468483693 -22.55031460229114
257.84229115517485 -22.582617429080848
253.04640848368558 -22.484351552652026
250.2336526450368 -22.443000709282263
254.44434744279695 -22.49923591714147
250.91516091730438 -22.474769274747683
250.4383442675716 -22.456714713217828
254.10194861608807 -22.515526553310167
253.8221911713583 -22.507858394009567
255.65222969399693 -22.566533544882365
256.4472653637072 -22.56406288703081
253.18034774213731 -22.51029108018788
257.37147103783144 -22.530167702040355
257.40298553869695 -22.611909284328725
255.80710943663362 -22.54883584184304
250.95823737626898 -22.424807197731234
248.67938943354952 -22.388485834097935
251.53838260226306 -22.429230959894138
252.3917042484858 -22.449331239207492
253.57446864546344 -22.495099716291058
251.12445920870852 -22.48420329209227
247.96601787103975 -22.385056816373968
250.38145438610795 -22.460015650741774
248.87122341302302 -22.414447063061655
250.76706048387933 -22.434600958072984
249.40576561908694 -22.408454590132486
250.87094246059797 -22.449466411082692
251.87467769771123 -22.482116491363325
247.40456009461735 -22.394829677653217
248.31613226900728 -22.421083438388855
245.786785917547 -22.36686594915728
246.4049627415515 -22.363824245515776
246.15816129383072 -22.36501967055357
246.94752626006976 -22.39144249234321
250.0510793027135 -22.417374452065328
254.83803674722702 -22.515168167884795
253.38308192242917 -22.515308368659795
252.39612844670833 -22.48058829775988
253.18698506723493 -22.501440495890897
250.78791187950642 -22.465383953506393
247.90225602950005 -22.36776199555944
249.3673117686281 -22.378069956217875
253.11620462737264 -22.528536567041918
248.5149722865279 -22.347742515190774
249.91372134953886 -22.478648884895776
255.00212044125428 -22.599308495100725
255.42228253711923 -22.48498926378796
252.09569406285496 -22.479312404175825
251.51098635303316 -22.465253991802463
255.16985106409734 -22.595591915692808
254.36091205480892 -22.47208826036666
257.6647923403157 -22.555791199920385
254.49715786777244 -22.506508517467346
252.25477044988241 -22.48560205535937
254.49125475962026 -22.546012564153582
256.0912397390091 -22.587596649584277
258.6233742865423 -22.65262259645427
258.02129489850194 -22.6013733659672
260.41942942601 -22.63523235055313
263.3327682820639 -22.688821734815125
259.6894585148138 -22.630289768798594
253.81486991311533 -22.499676261079433
251.53344480404763 -22.4681175615785
254.598071328826 -22.52030346220887
247.48719582063597 -22.33842969826213
251.82777103306674 -22.436628986580537
252.9397998737154 -22.502305837910292
255.3162971132591 -22.58432918498892
252.1160282193662 -22.466997984540455
249.97873757020255 -22.459424196450513
251.58670132245769 -22.471212455808715
254.7646139920235 -22.50181929401565
251.41021535778808 -22.4159160145906
252.25191805486142 -22.522154202849492
254.1455361044798 -22.538729235615556
253.19161065152136 -22.497356003498467
255.34539821059943 -22.518397887962532
254.87845575484164 -22.536794352755482
252.8749881062033 -22.506820116123933
254.01319895999634 -22.51242956318603
252.30649999020434 -22.467518000414035
249.78728420114862 -22.449518958142576
252.97343604214973 -22.50593251524656
250.42563047207193 -22.45149718574824
250.07695200868196 -22.475585211259457
252.300111458993 -22.51337099398207
253.57885366549203 -22.52348139603289
254.94086059900715 -22.557588468056696
253.88980341333541 -22.50752478752683
254.99302439154923 -22.522643584186955
251.0414816129664 -22.41406243809354
254.1887246994547 -22.510164350897718
251.31695702641198 -22.42443756312421
250.52350973804815 -22.4090182744185
254.03659964280013 -22.48268172149143
257.3725405524349 -22.579511112403104
247.8196316979095 -22.41604712682884
248.6509840182318 -22.391040686530136
254.2082316291814 -22.47636712378813
255.24683265928823 -22.51571740380319
254.61420787484877 -22.553932672644276
252.30257197122285 -22.45866202793178
248.0384285673893 -22.36576814527504
248.93573230806703 -22.427484703581143
250.0573163784912 -22.438812712564918
249.36626475109972 -22.436334621219476
248.18670590074885 -22.413630806960843
249.15014681198852 -22.347232120670647
250.20282286851358 -22.37834322744543
251.28313130662187 -22.432737520038604
250.32650896088268 -22.42395578728593
249.1684994443347 -22.419230255581432
248.02182715135157 -22.329173910653324
243.97318864273396 -22.29985419274485
246.16105528289435 -22.33123201850724
247.15013514817178 -22.34713548765597
250.39420201528443 -22.47883777354056
252.96190464299386 -22.520112738765377
249.58726962554508 -22.393392410950806
248.17931771861777 -22.35575486368288
247.85640842863438 -22.356057964508118
246.46820389380764 -22.32052968527964
245.6201046275606 -22.328286564310734
248.3825494223522 -22.381732733376797
248.34263352533392 -22.390844589435783
248.81252662828211 -22.41578578553098
253.11826812520042 -22.49735179607056
250.7354961581274 -22.45097564639614
256.0229766848064 -22.5246857708674
254.82922181279184 -22.498123425264595
260.17413871924305 -22.62825546384476
251.37515929586215 -22.384728182809884
247.47401479667744 -22.37305919571329
253.40089415662882 -22.48149510175652
249.89246835321492 -22.46332530725262
246.96987194868737 -22.33741383341083
255.35179443383916 -22.50339318747011
253.42878294399907 -22.440907378121295
247.69083550205355 -22.401345649338907
252.85098419990058 -22.455797801491855
250.91015064401046 -22.489193285012938
250.6056784163727 -22.459330560610656
252.15003692578222 -22.50442848948628
256.3940574491734 -22.533169295638018
250.73137897809443 -22.42619681093712
250.57668688336395 -22.4048810391956
247.78967767370608 -22.347070861558315
246.33181151127783 -22.359203424062695
248.13470431090533 -22.367849781454918
253.65146609980258 -22.500573232504205
251.74357340360004 -22.48313100062509
247.932576891929 -22.369196237764328
250.31393070170373 -22.412266227425118
251.54632024949464 -22.41280437008575
247.33013497528236 -22.391511221894273
248.3587761927112 -22.403749067549583
250.90158176176982 -22.451586933501815
250.84254270204238 -22.462069496775968
254.85507063190485 -22.558061194031172
253.6946466213998 -22.50225835466474
251.24682999950414 -22.46343598183086
256.857729654554 -22.52725756649785
252.41317533972443 -22.491890325645823
257.0502532519132 -22.589496119630503
253.07998249856192 -22.51231216796995
257.30976288702294 -22.581880144609723
255.3438747071495 -22.496373550594118
253.3959359211237 -22.530701069153146
257.54600216328595 -22.590417210905645
255.91097404712082 -22.52224412318902
257.4122314455345 -22.589317800397122
255.69427134930595 -22.504188901369965
247.5864505231806 -22.41805060605436
252.10783456872215 -22.43189364594586
248.70263270752963 -22.345798701540726
248.09614462365246 -22.43892013690546
255.89640843271468 -22.545740942626097
254.13666775082066 -22.53789421001203
254.71680326210722 -22.526762999178935
253.77579237888355 -22.50300043356786
254.11990581067747 -22.49991869141658
249.45511308751242 -22.408793137092037
249.29601979862045 -22.372473869301746
255.0161108742905 -22.519671135774377
252.8240971713942 -22.4997080527334
249.69807056358346 -22.37946768349438
251.67620421572917 -22.47071653665347
253.85467303273106 -22.5175140666542
251.37246080885322 -22.5136961486639
254.91838893472777 -22.481151044181175
253.26146392961587 -22.44340722096823
254.85051651373965 -22.51234682223068
253.91088860288957 -22.54290198139202
256.5203299182842 -22.604188340047017
255.2028259389234 -22.592273680576216
257.74656695072315 -22.62745211141668
255.4128599843742 -22.507788004499975
257.23457004918936 -22.60185596603419
258.0273896756276 -22.54009579076646
255.3441304280308 -22.578524122778404
258.1407118399214 -22.628080599003418
260.9457498689414 -22.648381448724496
259.81383638253584 -22.60481903121262
256.9323780708052 -22.624400607095758
257.2631783583134 -22.56346061365185
255.93311620971497 -22.605232964173055
253.35814235579798 -22.554156851087047
260.6743911312858 -22.622639221943977
255.5550663249878 -22.507138984464195
253.53532617923918 -22.515814702334648
253.86293098145183 -22.587310219319257
257.3047657829043 -22.640242326519882
263.2331636196268 -22.705775301093375
260.16522539287047 -22.638022343515424
261.25687161131236 -22.666751752938907
255.75597275281845 -22.60399035688614
257.69549745587034 -22.596916283439114
254.34944842549828 -22.56103869504579
256.6597368941707 -22.57929715541727
255.3182808689899 -22.534615844440854
249.56581202827442 -22.455516614593936
249.26010060295016 -22.463756579366382
249.3969567847983 -22.34907228417533
253.56399881931785 -22.460604452753802
253.4653716150977 -22.523410928207444
255.54875533777633 -22.547909792963626
251.37043935465388 -22.487652257140116
250.10599925201757 -22.43283091569473
252.59382132406506 -22.427508374470015
251.67333840544347 -22.4179616737105
248.74083724874637 -22.438656162551165
251.22205337748267 -22.497118198132608
251.10076345471947 -22.47020595308875
252.77473212995008 -22.441592892988417
252.57703507097833 -22.466261239889622
250.6655241130196 -22.450716672642667
250.57663194527603 -22.457995373381983
252.58148393350695 -22.518477496722408
257.1415026986143 -22.5739356873718
254.22933582373327 -22.45709930560029
257.0003291204438 -22.578022918246365
258.8328301061673 -22.596504570589154
255.9126897877937 -22.501042773347084
248.20976515080216 -22.399607819667423
249.5683390180527 -22.45886390870739
254.22295750170747 -22.507206955695114
255.39496484944354 -22.51344599608209
255.05086226898177 -22.52188989057373
255.21520425916972 -22.506940439559703
255.19400992968278 -22.57150647299812
253.3394778086797 -22.444021456833973
253.9880820601091 -22.514146524534514
249.93585939145905 -22.409217670641052
248.7148642923159 -22.368568182243695
247.57151436604016 -22.452904149187322
252.09385763208354 -22.423457618138908
257.01560123552457 -22.605224924005636
257.61150389962535 -22.59825222007597
249.04025041048513 -22.366934911028657
246.22558281317313 -22.333406489440122
247.8524988832464 -22.329244796839063
247.86772543941476 -22.353587565560908
248.9715216459913 -22.359899911239097
250.52637758958946 -22.4309112731367
251.11364411537866 -22.443248339554422
247.27203690892028 -22.35466316462388
251.68027708134295 -22.493652005896024
251.80288480351115 -22.481716487089273
249.75144704160323 -22.413237229413447
254.22181880554137 -22.475072404382487
256.5159522699915 -22.567960546870722
252.56723911528036 -22.430361647785105
247.16761361979232 -22.346515683394642
251.39821479335995 -22.47456212519599
247.8774156613481 -22.366191213226745
251.9155415380728 -22.46213608937641
250.93027187726392 -22.474572043252056
252.90747685136756 -22.494466398376723
246.4536760375052 -22.35044057411103
250.69888831344082 -22.444312490345734
252.16299173576945 -22.46707857527067
251.1263554734991 -22.47674160235734
247.04995823701574 -22.37226343872315
248.789491761327 -22.36814108217333
248.75112149102978 -22.38087110572228
249.30569068587832 -22.38341377388381
248.34864786311078 -22.405692643300046
254.63368617035007 -22.585061024105027
256.4361324685668 -22.6262538236554
256.8004579136659 -22.541202011024318
255.89475499809916 -22.51516621694134
255.1043302409172 -22.54530125035062
254.37046827484065 -22.54022137140944
251.96776624076483 -22.47496245366858
253.3682799115936 -22.53354587027129
